sport,team_a_form,team_b_form,team_a_strength,team_b_strength,home_advantage,head_to_head_advantage,team_a_avg_goals,team_b_avg_goals,team_a_avg_conceded,team_b_avg_conceded,winner
cricket,0.7704,0.668,0.6768,0.6244,0,0.503,175.87,168.23,6.27,7.01,1
basketball,0.4465,0.6212,0.5043,0.6304,1,0.3595,107.56,116.7,122.54,96.34,0
basketball,0.5883,0.5262,0.5878,0.6204,0,0.5049,121.79,119.65,116.97,103.71,1
basketball,0.5884,0.3658,0.5559,0.6,0,0.6081,115.77,133.28,118.25,130.0,1
basketball,0.4507,0.619,0.5213,0.6306,1,0.4546,106.15,129.88,115.18,115.27,1
football,0.6843,0.7556,0.6403,0.6249,0,0.4824,1.77,1.59,0.71,0.58,1
cricket,0.7762,0.6663,0.5579,0.7037,0,0.5026,144.13,182.06,6.86,6.06,0
cricket,0.6841,0.684,0.5663,0.6582,1,0.4506,144.26,181.2,6.66,7.13,1
cricket,0.4878,0.8788,0.5613,0.714,1,0.4076,156.01,177.15,7.67,5.44,0
football,0.7683,0.7088,0.733,0.4853,1,0.5324,2.2,1.29,0.67,1.08,0
cricket,0.448,0.5655,0.5762,0.67,1,0.4753,161.62,181.51,7.72,6.86,1
football,0.7257,0.7562,0.6907,0.7554,1,0.4133,2.03,2.3,0.72,0.65,1
football,0.8158,0.746,0.7107,0.5612,0,0.5593,1.94,1.57,0.49,0.95,1
basketball,0.6361,0.7235,0.5354,0.487,0,0.4001,108.87,105.52,114.71,127.93,0
basketball,0.4853,0.5702,0.5132,0.5719,1,0.4221,95.0,123.92,101.65,130.0,1
basketball,0.5664,0.5621,0.4772,0.6603,1,0.4328,98.11,122.27,117.37,95.0,1
basketball,0.5677,0.6037,0.5427,0.6025,1,0.6459,113.25,117.78,118.73,106.58,1
cricket,0.6805,0.8824,0.6179,0.6641,0,0.4405,161.1,162.8,6.64,5.61,0
basketball,0.5775,0.6561,0.5545,0.6461,0,0.4905,115.17,123.81,117.83,101.67,1
basketball,0.6393,0.8644,0.6898,0.5537,1,0.5465,128.65,109.47,95.0,109.85,1
cricket,0.5881,0.5637,0.4805,0.5552,1,0.3775,128.92,159.92,7.66,8.11,1
football,0.5079,0.6877,0.5605,0.7681,0,0.3758,1.7,2.28,1.13,0.54,0
basketball,0.6478,0.7682,0.5379,0.5402,1,0.5386,108.57,111.25,113.5,116.65,1
cricket,0.5384,0.8726,0.5417,0.7406,1,0.471,154.87,196.89,8.07,6.25,1
football,0.8718,0.8079,0.8251,0.7275,1,0.6264,2.73,2.6,0.76,1.2,0
cricket,0.6426,0.5545,0.5853,0.5974,1,0.4961,155.34,159.34,7.02,7.02,1
football,0.7377,0.7755,0.9277,0.5792,0,0.6814,3.06,1.49,0.45,0.75,1
cricket,0.6379,0.7795,0.4857,0.7039,0,0.6064,129.56,180.71,7.57,5.96,0
cricket,0.6106,0.5631,0.5637,0.6297,1,0.5124,148.41,153.01,7.04,5.73,1
basketball,0.514,0.8373,0.5328,0.6388,0,0.4931,102.57,129.27,106.44,111.82,0
cricket,0.5538,0.5482,0.456,0.5842,0,0.579,139.68,159.79,9.08,7.38,0
cricket,0.6263,0.7968,0.6387,0.6794,0,0.4776,165.26,170.72,6.43,5.82,0
football,0.8705,0.7479,0.6278,0.6029,1,0.4877,1.44,1.64,0.37,0.78,1
cricket,0.6747,0.6962,0.6179,0.5964,1,0.4243,169.12,147.68,7.24,6.17,1
cricket,0.7419,0.7203,0.598,0.6504,1,0.5879,156.24,176.0,6.77,6.94,1
football,0.8178,0.7887,0.6012,0.5414,1,0.597,1.45,1.28,0.55,0.72,1
football,0.8297,0.9721,0.7332,0.9156,0,0.3557,2.29,3.02,0.79,0.53,0
cricket,0.7626,0.7165,0.6112,0.5784,1,0.5468,161.56,155.44,6.84,7.2,1
football,0.8349,0.6914,0.5948,0.6431,0,0.5422,1.56,1.89,0.73,0.85,1
cricket,0.6636,0.6273,0.6554,0.6067,0,0.5365,175.52,170.11,6.78,7.59,1
basketball,0.736,0.3953,0.6102,0.6052,1,0.4966,128.04,120.51,118.97,109.67,1
cricket,0.5458,0.6264,0.6614,0.6639,0,0.4656,170.75,165.14,6.27,5.79,1
basketball,0.5994,0.6119,0.5386,0.5197,1,0.4658,107.46,103.06,111.67,111.22,1
football,0.7101,0.6817,0.5066,0.5558,0,0.6329,1.44,1.62,1.14,1.05,1
football,0.8185,0.7368,0.5703,0.664,1,0.5958,1.47,1.8,0.77,0.59,0
cricket,0.8291,0.6973,0.6057,0.561,0,0.352,172.71,155.78,7.81,7.66,1
football,0.5534,0.9114,0.5807,0.8373,1,0.5842,1.35,2.69,0.56,0.63,0
basketball,0.5501,0.7193,0.596,0.6295,0,0.4629,120.93,123.22,113.17,105.99,1
football,0.6097,0.6036,0.4408,0.7431,1,0.437,1.0,2.4,1.0,0.85,1
basketball,0.6751,0.7386,0.5394,0.5839,1,0.4435,108.82,114.05,113.4,107.03,0
cricket,0.512,0.7074,0.5469,0.6145,0,0.605,143.96,158.47,7.12,6.52,0
cricket,0.6124,0.4632,0.598,0.4911,1,0.604,131.3,142.82,4.9,8.43,0
cricket,0.4095,0.6726,0.4628,0.5139,0,0.4365,131.14,146.45,8.27,8.14,1
cricket,0.496,0.6204,0.5679,0.567,0,0.5546,142.57,141.7,6.49,6.45,1
cricket,0.5756,0.6472,0.6213,0.6025,0,0.3669,171.6,167.79,7.34,7.52,0
football,0.695,0.7197,0.661,0.6858,0,0.5061,1.79,2.04,0.61,0.77,0
football,0.8092,0.7679,0.5499,0.5127,1,0.6139,1.38,1.2,0.79,0.8,1
football,0.809,0.7785,0.6628,0.6329,0,0.484,1.99,1.78,0.85,0.77,0
football,0.7515,0.8232,0.5614,0.8841,0,0.5099,1.5,2.87,0.86,0.56,0
basketball,0.7286,0.6941,0.5599,0.5812,1,0.3936,108.33,115.65,106.26,110.16,1
football,0.7571,0.7625,0.5798,0.8091,0,0.303,1.85,2.48,1.19,0.54,0
cricket,0.6787,0.5945,0.6553,0.482,0,0.4315,177.17,141.57,6.91,8.57,0
football,0.6537,0.9146,0.7286,0.7219,0,0.4664,2.17,2.23,0.65,0.77,0
cricket,0.5375,0.7762,0.5361,0.6673,1,0.3711,155.16,180.0,8.24,6.82,0
basketball,0.6122,0.5907,0.6369,0.5622,1,0.661,123.99,111.97,104.81,110.81,0
cricket,0.8657,0.5104,0.6119,0.5226,0,0.3534,163.52,142.95,6.97,7.66,1
cricket,0.5765,0.7151,0.5573,0.5723,1,0.4916,137.12,142.7,6.35,6.39,1
basketball,0.6969,0.5965,0.6617,0.5224,1,0.5801,122.57,109.38,95.0,119.51,1
basketball,0.7197,0.644,0.6112,0.5773,1,0.5464,119.33,114.69,106.12,110.01,1
football,0.9674,0.7616,0.7279,0.5188,1,0.4159,2.2,1.43,0.7,1.04,0
cricket,0.7963,0.5209,0.6173,0.6401,1,0.5734,169.12,161.33,7.25,6.1,1
basketball,0.6936,0.4441,0.5322,0.5513,0,0.5541,111.88,118.25,120.04,123.26,1
cricket,0.5868,0.4773,0.5299,0.4997,0,0.5444,136.3,123.77,6.98,6.79,1
basketball,0.6118,0.5758,0.5908,0.6659,1,0.4974,107.2,126.71,95.0,99.65,1
basketball,0.6195,0.5423,0.5423,0.4669,1,0.5199,110.11,95.47,114.33,116.8,1
football,0.6038,0.5871,0.4907,0.5671,0,0.5343,1.16,1.46,0.89,0.78,1
cricket,0.5149,0.5637,0.5738,0.5425,1,0.5179,146.53,156.05,6.64,8.14,1
cricket,0.6907,0.5738,0.7252,0.6382,1,0.4489,176.3,170.76,5.09,6.85,0
cricket,0.502,0.5856,0.5301,0.5138,0,0.5749,140.44,133.62,7.28,7.18,1
football,0.5129,0.7679,0.584,0.6503,0,0.5651,1.72,1.97,0.99,0.89,0
basketball,0.6303,0.8969,0.6837,0.5897,0,0.5483,127.35,117.72,95.0,110.52,0
cricket,0.7431,0.5559,0.5597,0.517,0,0.5678,154.11,147.69,7.57,8.15,1
cricket,0.7141,0.6105,0.6414,0.5828,1,0.4853,168.72,153.06,6.62,6.91,1
football,0.6558,0.6725,0.5932,0.5871,0,0.4801,1.44,1.81,0.6,1.09,0
cricket,0.4892,0.6747,0.6202,0.5246,0,0.4532,149.56,133.47,5.71,6.9,0
football,0.7028,0.6459,0.493,0.5263,1,0.5022,1.36,1.13,1.12,0.63,0
football,0.7257,0.6196,0.6229,0.6194,1,0.4813,1.95,1.8,1.04,0.88,1
cricket,0.5082,0.6285,0.5326,0.6404,1,0.5309,133.48,169.72,6.69,6.72,1
basketball,0.5727,0.8281,0.6296,0.6251,1,0.4736,133.37,127.7,115.75,113.84,1
cricket,0.8933,0.4296,0.5466,0.5769,1,0.5346,139.99,145.39,6.83,6.48,1
cricket,0.6207,0.6166,0.696,0.6379,0,0.5511,187.68,170.32,6.68,6.83,1
cricket,0.7704,0.7199,0.6972,0.6652,0,0.5171,183.62,188.63,6.34,7.52,0
football,0.6778,0.8181,0.6494,0.6563,1,0.601,1.85,1.82,0.75,0.67,1
football,0.7111,0.7462,0.5635,0.7042,0,0.5872,1.36,2.09,0.67,0.72,1
football,0.8038,0.7069,0.7644,0.5524,1,0.5141,2.61,1.32,0.98,0.7,1
basketball,0.5691,0.5688,0.5855,0.6322,0,0.4294,126.85,124.19,125.41,106.56,1
football,0.7398,0.9023,0.8226,0.6485,0,0.7081,2.56,1.74,0.56,0.63,1
basketball,0.7169,0.7515,0.6083,0.552,1,0.5836,125.34,112.94,115.68,115.39,0
basketball,0.6449,0.754,0.6119,0.5684,0,0.4549,117.22,107.13,102.85,101.89,0
basketball,0.483,0.7657,0.5369,0.6512,1,0.4858,103.86,132.26,107.02,108.99,0
football,0.8437,0.5884,0.7491,0.504,1,0.5376,2.31,1.56,0.71,1.29,1
football,0.6491,0.5839,0.4558,0.6672,1,0.539,1.47,1.86,1.49,0.65,0
basketball,0.7512,0.6597,0.5445,0.5873,1,0.4786,111.17,110.62,115.19,101.0,0
basketball,0.6928,0.62,0.5808,0.5967,1,0.5555,111.28,121.18,104.01,113.31,1
basketball,0.7641,0.6048,0.5819,0.5794,0,0.5046,113.36,111.54,106.66,104.82,1
cricket,0.592,0.5886,0.5576,0.5184,0,0.4784,148.38,143.89,7.19,7.83,1
football,0.8794,0.9109,0.7572,0.5872,1,0.5068,2.26,1.69,0.6,0.95,1
basketball,0.6486,0.5659,0.6395,0.4759,0,0.5325,127.31,98.17,108.79,117.89,0
basketball,0.6235,0.6226,0.5874,0.6801,1,0.368,112.3,133.8,103.42,99.96,1
basketball,0.7943,0.8554,0.6036,0.6151,1,0.5966,124.92,132.11,116.56,120.29,0
football,0.9266,0.78,0.79,0.6907,1,0.5626,2.49,1.95,0.67,0.62,1
football,0.692,0.678,0.6332,0.6229,1,0.4548,2.01,1.96,1.05,1.06,1
basketball,0.5865,0.7214,0.5002,0.5401,1,0.5826,108.38,112.77,125.2,118.85,1
football,0.7252,0.6595,0.657,0.4574,1,0.5481,1.71,1.27,0.54,1.23,1
cricket,0.7658,0.6014,0.7778,0.514,1,0.6445,202.06,122.45,5.56,6.33,1
cricket,0.6094,0.72,0.4814,0.6054,1,0.3295,122.51,156.46,7.15,6.6,0
football,0.7573,0.7827,0.5782,0.7762,1,0.4321,1.75,2.33,1.08,0.57,0
cricket,0.5872,0.7154,0.6636,0.4296,1,0.4095,186.23,123.36,7.38,8.51,0
football,0.6587,0.7285,0.5122,0.5754,0,0.5487,1.19,1.38,0.79,0.63,0
basketball,0.677,0.7947,0.5439,0.4958,0,0.3846,104.97,107.42,106.43,130.0,0
football,0.7279,0.739,0.6609,0.6476,0,0.5203,1.73,1.97,0.53,0.92,1
cricket,0.689,0.4906,0.6501,0.6695,1,0.5314,168.14,166.94,6.36,5.78,1
football,0.5916,0.835,0.5091,0.8219,1,0.4913,1.09,2.75,0.68,0.8,0
cricket,0.7842,0.6419,0.6009,0.7147,0,0.6191,156.18,189.0,6.69,6.31,1
basketball,0.7838,0.7839,0.558,0.5554,0,0.4152,112.41,109.82,112.76,109.83,0
cricket,0.5963,0.5879,0.562,0.5636,0,0.4046,150.73,153.78,7.25,7.44,1
football,0.8352,0.7868,0.6181,0.7034,1,0.4818,1.9,2.03,1.01,0.64,0
cricket,0.8816,0.7575,0.6233,0.5996,1,0.6326,170.31,155.53,7.19,6.67,1
basketball,0.7218,0.6687,0.5736,0.5994,1,0.6544,112.24,120.67,107.62,111.71,1
cricket,0.909,0.7494,0.7053,0.6378,1,0.4131,180.63,183.88,5.92,7.85,1
football,0.6948,0.7976,0.8968,0.4912,1,0.5496,3.54,1.37,0.64,1.14,0
basketball,0.6598,0.5663,0.6145,0.6481,0,0.557,119.01,130.45,104.63,109.96,0
basketball,0.6533,0.8127,0.5446,0.5995,0,0.5177,106.08,124.51,107.83,117.25,1
basketball,0.7595,0.4635,0.642,0.6464,0,0.5305,129.26,135.0,110.8,110.49,1
basketball,0.645,0.5421,0.6315,0.4898,0,0.5748,116.75,106.12,96.04,130.0,1
basketball,0.7281,0.6017,0.5367,0.5857,0,0.6294,108.14,125.17,113.26,122.51,0
basketball,0.6429,0.3947,0.5938,0.5706,0,0.5715,117.23,120.52,108.52,120.51,1
cricket,0.7073,0.7595,0.654,0.5809,1,0.5177,178.43,156.63,7.03,7.22,0
football,0.8605,0.6821,0.7503,0.7498,1,0.556,2.22,2.36,0.58,0.76,1
cricket,0.474,0.7187,0.5537,0.6576,1,0.4425,156.61,165.5,7.9,5.97,0
basketball,0.3893,0.572,0.6521,0.6756,0,0.5242,120.81,129.87,95.46,101.2,1
cricket,0.4888,0.7837,0.6355,0.569,1,0.5468,151.74,149.4,5.49,6.98,0
football,0.8334,0.653,0.6505,0.4111,0,0.4127,1.99,1.16,0.92,1.39,1
basketball,0.7313,0.6416,0.5148,0.5821,0,0.587,100.88,120.36,109.63,116.69,0
basketball,0.6334,0.6711,0.5034,0.6,1,0.6739,105.55,135.0,119.91,127.34,1
basketball,0.7145,0.6567,0.696,0.5967,0,0.4004,135.0,123.07,95.0,116.05,1
basketball,0.5871,0.6853,0.6529,0.5073,1,0.4547,126.6,108.5,103.57,122.96,1
basketball,0.5888,0.7014,0.5909,0.5259,0,0.6397,121.74,112.1,115.93,122.36,1
football,0.9035,0.7745,0.631,0.6199,1,0.5397,1.61,1.65,0.57,0.68,1
basketball,0.6067,0.583,0.5628,0.6153,1,0.4175,113.14,120.2,112.31,106.09,0
basketball,0.5617,0.663,0.6499,0.571,0,0.5085,122.38,109.31,98.41,104.23,1
football,0.5973,0.5996,0.614,0.6596,1,0.5633,1.56,2.11,0.62,1.02,1
basketball,0.8031,0.4864,0.5964,0.5839,0,0.5087,111.81,112.39,99.91,104.63,1
cricket,0.7688,0.4722,0.6791,0.5851,0,0.7234,167.33,155.56,5.57,7.04,0
cricket,0.7104,0.5867,0.657,0.5339,0,0.6101,167.54,150.69,6.14,7.96,1
basketball,0.6109,0.7902,0.6077,0.5072,1,0.4852,125.48,99.75,116.08,110.39,1
basketball,0.4824,0.7555,0.4712,0.5412,1,0.4393,101.67,103.69,124.39,105.44,0
basketball,0.7471,0.5081,0.6638,0.4828,1,0.4673,135.0,100.84,105.07,119.57,0
basketball,0.6667,0.865,0.5757,0.6178,0,0.4948,108.77,113.06,101.99,95.0,1
cricket,0.6447,0.5524,0.6108,0.4453,0,0.3975,174.97,132.41,7.85,8.8,1
football,0.7162,0.6841,0.5955,0.6125,0,0.3958,1.61,1.84,0.79,0.97,1
basketball,0.8204,0.5823,0.5757,0.4986,1,0.4577,115.25,97.83,111.32,110.28,1
football,0.7088,0.8218,0.5487,0.6349,0,0.4912,1.63,1.89,1.1,0.89,1
basketball,0.6763,0.5652,0.5345,0.553,0,0.4781,96.64,111.83,97.36,113.49,0
football,0.5771,0.8696,0.561,0.7929,1,0.4476,1.72,2.48,1.14,0.65,0
cricket,0.5946,0.8423,0.4327,0.6624,0,0.4763,114.0,191.19,7.73,7.78,1
basketball,0.7402,0.755,0.6067,0.5581,1,0.4896,120.12,110.14,108.64,109.47,1
football,0.6454,0.7992,0.5731,0.9517,0,0.5167,1.77,3.6,1.13,0.3,0
football,0.6851,0.5537,0.558,0.5617,0,0.4938,1.52,1.93,0.91,1.4,1
football,0.6515,0.7251,0.7081,0.5106,0,0.5942,2.06,1.53,0.65,1.22,1
cricket,0.5936,0.6998,0.5852,0.6294,0,0.3687,153.79,162.94,6.9,6.48,1
basketball,0.7178,0.6097,0.6827,0.6164,0,0.5322,135.0,129.19,99.15,118.69,0
basketball,0.6012,0.437,0.6336,0.6841,1,0.6909,124.34,135.0,106.35,98.72,0
cricket,0.5866,0.811,0.5831,0.648,0,0.438,148.84,174.1,6.58,6.86,1
football,0.6628,0.7031,0.4677,0.4597,0,0.6468,1.06,0.81,0.9,0.63,1
cricket,0.5304,0.8906,0.5639,0.5653,1,0.4804,141.39,152.51,6.51,7.31,1
football,0.8377,0.7855,0.8185,0.5672,0,0.4272,2.57,1.46,0.59,0.78,0
basketball,0.6067,0.4946,0.5712,0.569,1,0.546,107.93,117.14,102.17,116.14,0
football,0.7888,0.8759,0.6797,0.9128,0,0.4019,2.13,3.19,0.92,0.55,0
basketball,0.593,0.5561,0.6588,0.5762,1,0.4626,123.67,123.71,97.48,123.35,0
basketball,0.4266,0.5126,0.5524,0.527,0,0.4759,114.36,102.24,117.31,107.78,1
basketball,0.483,0.6697,0.5226,0.5088,1,0.4483,102.9,107.24,110.09,120.69,1
basketball,0.6074,0.6699,0.5902,0.5454,0,0.4467,111.69,110.49,101.65,113.92,0
cricket,0.7821,0.6512,0.645,0.5934,1,0.4785,168.86,147.01,6.54,6.19,1
football,0.7714,0.6784,0.5016,0.4817,1,0.5548,1.14,1.35,0.79,1.17,1
cricket,0.5288,0.6322,0.5848,0.6583,0,0.5222,165.32,173.11,7.78,6.53,1
football,0.6887,0.6626,0.5867,0.5048,0,0.5583,1.61,1.4,0.85,1.1,1
basketball,0.6659,0.5898,0.5299,0.5608,1,0.5533,113.03,101.59,122.43,96.28,1
basketball,0.7893,0.4021,0.6634,0.4946,1,0.4845,128.69,102.4,103.31,118.12,1
cricket,0.6418,0.6865,0.502,0.6679,1,0.5331,129.81,166.54,7.18,5.79,0
football,0.7137,0.7015,0.4741,0.7781,0,0.4237,1.12,2.33,0.93,0.55,0
football,0.9134,0.947,0.797,0.6714,0,0.5507,2.46,2.23,0.6,1.09,1
basketball,0.7248,0.6646,0.4998,0.5605,1,0.5375,108.3,109.36,127.82,107.59,1
basketball,0.6367,0.665,0.6192,0.6892,1,0.6751,132.0,131.59,119.0,97.11,1
basketball,0.6446,0.6352,0.5315,0.522,1,0.588,108.31,113.1,115.12,126.55,0
football,0.8139,0.7093,0.8445,0.5483,0,0.5026,2.68,1.47,0.58,0.91,1
basketball,0.679,0.3574,0.6618,0.5318,1,0.7018,123.29,102.74,96.01,106.98,0
basketball,0.4318,0.6265,0.5526,0.6415,0,0.5002,109.0,127.45,109.52,108.35,1
cricket,0.7168,0.4938,0.5494,0.4921,0,0.395,134.92,130.05,6.38,7.45,0
basketball,0.6569,0.6408,0.6506,0.6261,1,0.4392,122.93,114.85,99.0,95.0,1
basketball,0.5189,0.7003,0.5434,0.6951,0,0.421,115.47,129.81,121.73,95.0,1
cricket,0.8202,0.6329,0.6995,0.5844,1,0.3536,173.4,165.4,5.52,7.79,1
basketball,0.6008,0.6541,0.5461,0.5177,0,0.4978,114.92,105.82,120.08,115.86,0
cricket,0.5576,0.6254,0.5001,0.6166,0,0.4879,140.02,164.84,8.0,6.95,0
basketball,0.6329,0.7347,0.6559,0.6437,0,0.5922,135.0,126.23,107.54,105.9,1
cricket,0.6231,0.5941,0.5673,0.507,1,0.5816,134.37,140.02,5.9,7.83,1
basketball,0.4609,0.6525,0.5077,0.532,1,0.5533,109.84,109.03,124.77,116.02,1
football,0.7063,0.7601,0.9435,0.4996,1,0.5845,3.07,1.41,0.35,1.14,1
basketball,0.8159,0.6123,0.6245,0.5469,0,0.5271,115.32,111.73,96.18,115.23,0
cricket,0.5374,0.6985,0.5534,0.6221,0,0.4387,155.11,175.65,7.8,7.62,0
cricket,0.6568,0.6504,0.676,0.6061,0,0.5285,182.58,167.13,6.79,7.38,1
basketball,0.6858,0.6208,0.6888,0.6295,1,0.4085,128.45,123.52,95.0,106.46,1
football,0.8545,0.8955,0.9183,0.737,0,0.4411,3.08,2.32,0.51,0.79,1
cricket,0.6978,0.7182,0.6022,0.7117,1,0.5161,155.55,179.43,6.61,5.67,1
basketball,0.6504,0.6325,0.5637,0.6124,0,0.5148,110.37,125.61,108.04,114.79,1
football,0.8088,0.7986,0.6906,0.5734,0,0.4734,1.92,1.31,0.59,0.56,0
football,0.6705,0.651,0.5867,0.7095,0,0.5603,1.36,2.32,0.53,0.97,0
cricket,0.7204,0.6208,0.7541,0.5194,0,0.6004,204.5,134.54,6.15,7.1,1
basketball,0.7418,0.5421,0.6139,0.5801,0,0.4496,123.04,125.13,110.62,124.21,0
football,0.9029,0.7658,0.8125,0.9149,0,0.4897,2.45,3.08,0.49,0.53,0
football,0.7053,0.8174,0.4658,0.6911,0,0.3897,1.89,2.17,1.95,0.89,1
basketball,0.6622,0.7799,0.5557,0.5236,0,0.4129,115.4,103.45,117.79,110.57,0
basketball,0.5573,0.5716,0.536,0.5571,0,0.4526,110.8,108.64,117.32,107.61,1
basketball,0.6077,0.7051,0.582,0.5953,1,0.4954,107.48,117.06,98.13,107.81,0
football,0.743,0.7445,0.6475,0.4854,0,0.5345,1.81,1.03,0.71,0.75,1
cricket,0.5992,0.7298,0.5978,0.6283,0,0.567,150.35,177.06,6.33,7.57,0
football,0.8159,0.8085,0.6829,0.6892,1,0.6884,1.94,1.83,0.66,0.48,1
cricket,0.5394,0.6484,0.4808,0.5796,1,0.5022,129.49,160.26,7.69,7.53,0
football,0.622,0.6738,0.4818,0.5145,1,0.5537,0.95,1.22,0.67,0.81,0
football,0.6668,0.871,0.4008,0.6098,1,0.4003,1.08,1.59,1.35,0.68,0
basketball,0.7492,0.6895,0.5154,0.5217,0,0.5607,99.47,113.03,107.42,129.34,1
cricket,0.551,0.465,0.5836,0.5059,0,0.6619,170.06,143.72,8.17,8.13,1
football,0.9105,0.7814,0.7422,0.5575,0,0.4073,2.26,1.25,0.69,0.58,0
cricket,0.8915,0.691,0.6857,0.7089,0,0.6246,186.16,187.76,6.82,6.36,1
basketball,0.7808,0.5588,0.5783,0.6415,0,0.5348,106.01,125.73,97.19,105.86,0
basketball,0.5101,0.6367,0.6751,0.4751,1,0.3741,135.0,102.04,101.54,123.69,0
basketball,0.6354,0.6602,0.6245,0.5996,1,0.3938,118.59,129.9,100.88,126.21,0
football,0.6335,0.5797,0.4798,0.613,1,0.5564,0.98,1.56,0.73,0.61,1
football,0.6701,0.7235,0.6793,0.7126,1,0.4616,2.28,2.13,1.11,0.72,0
basketball,0.7763,0.734,0.5192,0.6181,0,0.501,107.57,118.24,117.91,102.38,1
cricket,0.5628,0.5482,0.6398,0.4668,1,0.6279,161.61,137.0,6.13,8.6,0
cricket,0.4658,0.7599,0.6198,0.5487,1,0.4895,168.84,144.61,7.17,7.13,1
cricket,0.4965,0.6626,0.4435,0.6877,1,0.3693,118.67,177.05,7.81,6.09,0
football,0.6763,0.7106,0.5555,0.7917,1,0.4529,1.09,2.51,0.39,0.69,1
cricket,0.4705,0.8237,0.4231,0.6131,0,0.5176,129.14,159.09,9.11,6.6,1
basketball,0.6771,0.4598,0.6421,0.4728,1,0.5479,134.38,100.87,111.83,122.73,0
cricket,0.7097,0.7983,0.6754,0.5944,1,0.4941,170.0,149.65,5.86,6.36,0
basketball,0.6522,0.6602,0.5472,0.4971,1,0.5206,109.8,100.95,112.35,115.27,1
football,0.7654,0.7412,0.6602,0.5131,1,0.5351,1.78,1.28,0.59,0.89,0
football,0.9022,0.7052,0.5985,0.7066,1,0.5677,1.72,1.87,0.91,0.42,0
basketball,0.7737,0.5964,0.6086,0.4842,0,0.5482,130.62,98.67,122.3,116.0,1
cricket,0.758,0.4414,0.5408,0.5,0,0.6203,146.61,131.26,7.47,7.34,0
basketball,0.6705,0.7237,0.6851,0.6055,1,0.6557,135.0,132.81,98.41,123.29,1
basketball,0.5045,0.5246,0.6551,0.5934,0,0.6037,127.46,107.76,104.12,95.0,0
football,0.7717,0.7928,0.5049,0.8057,0,0.4316,1.69,2.52,1.46,0.62,0
cricket,0.7934,0.7565,0.5127,0.576,0,0.5371,131.19,144.84,7.02,6.46,0
cricket,0.78,0.4133,0.5855,0.5282,1,0.6612,142.67,144.87,6.06,7.66,0
cricket,0.5906,0.9029,0.5542,0.6064,1,0.3371,148.61,152.97,7.29,6.31,0
cricket,0.4536,0.6329,0.579,0.6603,1,0.3958,164.42,180.69,7.86,7.04,1
basketball,0.5719,0.7154,0.5549,0.575,0,0.3791,112.66,122.58,114.09,122.1,1
basketball,0.7508,0.3974,0.5687,0.5163,1,0.4494,115.21,111.01,113.44,123.78,0
basketball,0.518,0.6359,0.5183,0.5945,0,0.4213,102.74,118.44,111.22,110.04,0
basketball,0.6412,0.6974,0.6822,0.5818,1,0.3909,127.01,105.26,95.0,95.0,1
basketball,0.6881,0.7146,0.592,0.5851,1,0.4238,108.84,115.62,96.99,108.91,1
basketball,0.6044,0.6907,0.6175,0.5461,0,0.4414,121.54,115.57,107.34,121.04,0
cricket,0.7495,0.6394,0.6546,0.5573,0,0.5671,169.34,135.86,6.34,6.26,0
cricket,0.6525,0.5075,0.5089,0.6326,0,0.5006,131.83,161.34,7.17,6.29,0
football,0.6765,0.8597,0.6623,0.7739,1,0.4899,1.83,2.46,0.65,0.74,0
basketball,0.6355,0.5834,0.5219,0.6029,1,0.4564,105.05,133.1,113.4,124.09,0
cricket,0.698,0.6742,0.5043,0.618,0,0.6159,131.7,161.91,7.27,6.69,0
basketball,0.7478,0.8121,0.5866,0.5713,0,0.514,114.0,112.72,106.1,109.06,0
basketball,0.5026,0.7065,0.6631,0.6294,1,0.3937,135.0,124.75,105.29,108.25,1
cricket,0.7695,0.4651,0.6922,0.4307,0,0.5996,178.85,132.07,6.11,9.14,1
cricket,0.7725,0.8973,0.5752,0.7298,1,0.565,154.51,189.96,7.21,6.0,1
cricket,0.6931,0.7063,0.5658,0.6563,0,0.4751,144.62,159.2,6.7,5.53,1
basketball,0.7422,0.6668,0.5432,0.5677,1,0.4807,110.44,109.79,114.54,105.94,0
basketball,0.7128,0.7676,0.6018,0.6363,1,0.2954,120.4,135.0,110.59,113.66,1
basketball,0.6366,0.6339,0.5845,0.6714,1,0.5237,122.05,134.16,118.38,102.67,0
basketball,0.6311,0.6487,0.532,0.5568,0,0.5284,107.38,113.76,113.64,115.09,1
cricket,0.5883,0.6321,0.54,0.589,1,0.5267,153.14,147.51,7.99,6.34,0
basketball,0.6992,0.7188,0.5181,0.5514,0,0.4965,106.69,108.38,116.97,109.0,1
basketball,0.6382,0.6227,0.608,0.6425,0,0.4827,123.97,127.21,113.82,107.7,1
football,0.7995,0.7245,0.5593,0.5871,1,0.48,1.7,1.51,1.14,0.72,0
cricket,0.7497,0.681,0.5273,0.5774,1,0.5376,148.16,149.76,7.93,6.8,1
basketball,0.5805,0.5283,0.5603,0.6314,0,0.423,116.9,126.44,118.52,110.05,1
cricket,0.7311,0.6876,0.6664,0.5834,0,0.5262,167.2,147.13,5.88,6.45,1
cricket,0.5578,0.7048,0.4625,0.7154,1,0.3717,112.36,188.35,6.86,6.24,1
cricket,0.5897,0.5003,0.6095,0.5394,1,0.6165,173.3,148.79,7.76,7.67,1
basketball,0.58,0.4208,0.5169,0.5873,0,0.4908,105.09,119.55,115.04,113.89,1
basketball,0.8152,0.6688,0.613,0.6053,0,0.406,132.23,117.61,120.93,105.47,1
